,FW,LW,"RW,AM",AM,RW,DM,LB,CB,RB,GK,LM,CM,RM,"CM,RW","LW,RW","RM,LM","RM,CM",WB,"LM,FW","CM,RM","LW,LM","RW,RM","CB,CM","AM,FW","FW,LW","CM,DM","DM,CM","WB,LB","WB,RB","LW,AM","DM,RM","LM,RM","LB,CB","RM,CB,LM","FW,AM","RW,RB","RM,CB","FW,CM","LW,FW","RW,WB","RW,LB,WB","CM,LM,DM","CM,RM,AM","CB,RB","LW,FW,RW","CM,FW","RW,RM,AM","AM,LW","LM,LW","FW,LM","AM,CM","RB,LM","LM,LB","RM,RB","AM,RM","CM,AM","RW,FW","RW,LW","LW,RB","LM,DM","RM,AM","FW,AM,RW","DM,LM","RM,DM","WB,CM","CB,WB","AM,LM","CB,LB","CM,LM","RB,LB","CM,LW,AM","CM,AM,RW","AM,RW,RM","FW,RW","LB,LM","LB,LW","RB,RW","RW,CM","FW,RM","WB,LB,CB","WB,DM,CM","CB,RB,RW","WB,LW","WB,RW","AM,RW","DM,AM","LW,LB","DM,RW","LM,RW","AM,DM","CM,FW,LM","LM,CM","RM,WB","LB,WB","RB,CB","LM,RB","LW,RM","RM,LW","CB,DM","LW,WB,LM","RW,WB,RM","LM,CM,DM","LW,CB","LW,WB","LM,AM","LW,AM,FW","CM,CB","AM,DM,CM","RM,LB","LB,RB","RW,DM","CB,RW","RB,WB","AM,LM,LW","RW,FW,RM","RB,DM","LW,RW,FW","CM,LB","CM,LW","WB,LB,LM","RM,RW","FW,LW,RW","DM,LW","FW,LM,LW","FW,RM,RB","AM,FW,RM","FW,RB","LM,CB","RM,CM,LM","RB,CM","LB,CM","RW,LM","LM,WB","CM,RM,LB","WB,LB,RB","CM,DM,RM","WB,LW,LM","AM,CM,FW","DM,CB","LB,RM","RW,AM,FW","AM,FW,RW","DM,CM,LM","LW,LM,RW","RM,WB,LB","WB,RM","RW,LM,FW","LW,RW,RM,AM","RW,FW,LM","RM,CM,DM","CM,RB","CM,WB","WB,AM,FW","LW,DM","LB,WB,RB","WB,AM","DM,CM,AM","DM,CM,CB","WB,LW,RW"
Touches_y,178.4773356401384,323.1330536265432,148.4375,355.74421613788104,328.36408163265304,665.3460946745563,747.2821952931839,702.92823333164,753.3266630611141,97.4472909086409,509.8769263471144,827.4714239999998,465.0673779315648,530.6666666666666,245.76000000000005,0.0,400.3076923076923,550.2398655744591,81.55555555555556,989.2899999999997,288.54545454545456,263.1666666666667,1015.1875,273.90972222222223,94.54545454545455,463.32100591715977,753.4839302112031,374.6172839506173,203.207100591716,308.09876543209873,447.8055555555556,278.6875,279.8055555555556,0.0,366.25,0.0,0.0,532.4081632653061,368.26446280991735,42.25,90.25,256.0,0.0,831.2,0.0,88.66666666666667,0.0,244.16000000000003,464.6875,0.25,711.359375,0.0,0.0,60.666666666666664,429.5555555555556,607.6666666666666,217.3877551020408,241.55555555555557,0.0,11.555555555555557,196.0,0.0,1.0,15.5,0.0,0.0,177.33333333333334,118.22222222222221,450.0246913580247,679.6,0.0,0.0,0.0,194.20408163265307,392.6666666666667,306.25,309.5555555555556,254.0,101.55555555555554,0.0,0.0,0.0,56.25,0.0,242.56198347107437,429.84,72.25,0.0,225.0,0.0,0.0,491.55555555555554,4.0,606.9375,966.3305785123968,0.0,0.0,79.1875,0.0,0.0,0.0,497.1875,0.0,1.0,12.25,132.25,0.0,0.0,0.0,488.22222222222223,1.0,0.0,326.22222222222223,0.0,0.0,0.0,0.0,0.0,4.0,0.0,614.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Touches (SurfRépDéf),0.8347750865051903,0.7191358024691359,2.609375,0.7241861187309145,0.6058673469387755,5.338224852071006,5.334574646683556,25.917259394739965,5.732118712817738,72.26321130665083,2.5212031034116267,4.343376,2.085832372164552,3.555555555555556,0.16000000000000006,0.0,1.4556213017751483,4.858643142197018,1.5555555555555556,2.09,2.0165289256198347,3.0208333333333335,40.25,0.24305555555555555,0.5950413223140495,2.9482248520710064,4.63544536271809,5.135802469135802,4.852071005917159,0.2222222222222222,1.5555555555555556,3.0,2.5833333333333335,0.0,2.0,0.0,0.0,0.20408163265306126,0.0,2.25,6.25,1.0,0.0,6.21,0.0,0.22222222222222224,0.0,0.9600000000000002,1.75,0.0,0.859375,0.0,0.0,2.6666666666666665,0.0,1.8888888888888893,0.489795918367347,0.888888888888889,0.0,0.888888888888889,1.0,0.0,0.0,4.6875,0.0,0.0,2.8055555555555554,17.13888888888889,3.3333333333333335,2.56,0.0,0.0,0.0,0.5306122448979591,2.888888888888889,1.0,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,3.157024793388429,1.2,0.0,0.0,0.0,0.0,0.0,1.2839506172839508,2.25,2.484375,5.867768595041324,0.0,0.0,1.6875,0.0,0.0,0.0,0.75,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.25,2.25,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.24000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Touches (ZDéf),3.7343944636678197,9.766927083333334,17.0,10.702862170695099,10.120969387755101,50.76621301775148,79.94786483929062,185.71180290944807,77.89166441319632,94.22558847553279,24.00658943564672,58.367616000000005,19.62831603229527,72.66666666666667,4.21,0.0,24.224852071005916,52.51837849191347,6.888888888888888,68.65,14.016528925619836,19.6875,352.25,10.666666666666666,1.8677685950413225,51.255917159763314,41.180899908172634,73.50617283950618,57.59763313609467,21.11111111111111,14.666666666666666,16.5,21.805555555555557,0.0,3.2900000000000005,0.0,0.0,21.387755102040813,2.429752066115703,20.25,9.0,2.25,0.0,142.01000000000002,0.0,1.5555555555555554,0.0,4.4,19.984375,0.25,17.609375,0.0,0.0,4.666666666666667,1.5555555555555556,31.472222222222218,9.387755102040815,9.555555555555557,0.25,4.222222222222222,0.0,0.0,2.25,17.1875,0.0,0.0,26.55555555555556,18.22222222222222,30.17283950617284,68.8,0.0,0.0,0.0,4.285714285714286,2.0,9.0,16.88888888888889,4.222222222222222,0.8888888888888888,0.0,0.0,0.0,1.0,0.0,19.338842975206614,30.560000000000002,2.25,0.0,9.0,0.0,0.0,9.135802469135804,16.0,110.25,43.4710743801653,0.0,0.0,8.6875,0.0,0.0,0.0,14.1875,0.0,6.25,0.25,0.0,0.0,0.0,0.0,14.0,2.25,0.0,40.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Touches (MilTer),43.89836505190311,53.42664930555556,50.4375,70.51860669737592,51.55811224489796,271.55479289940826,211.14593571624795,302.5816525258683,229.30678745267713,0.6395386252815524,186.14943139547245,344.12281600000006,104.83785082660519,104.66666666666667,40.44,0.0,162.4852071005917,101.78071833648394,42.88888888888889,425.6,53.17355371900826,33.75,311.5,35.07638888888889,30.082644628099175,205.19082840236686,310.6685032139578,90.0,67.90532544378698,55.95061728395061,255.55555555555554,64.6875,127.80555555555554,0.0,107.88999999999999,0.0,0.0,151.9183673469388,83.15702479338844,9.0,20.25,182.25,0.0,289.36,0.0,20.222222222222225,0.0,120.55999999999999,171.9375,0.0,279.25,0.0,0.0,34.666666666666664,73.55555555555556,144.47222222222223,11.83673469387755,54.0,1.0,57.55555555555555,72.25,0.0,6.25,1.5,0.0,0.0,51.333333333333336,79.80555555555556,238.88888888888889,269.84000000000003,0.0,0.0,0.0,43.673469387755105,264.6666666666667,240.25,88.22222222222221,34.666666666666664,21.555555555555557,0.0,0.0,0.0,4.0,0.0,77.68595041322314,137.44,12.25,0.0,9.0,0.0,0.0,208.8395061728395,30.25,257.859375,554.8760330578511,0.0,0.0,22.25,0.0,0.0,0.0,111.6875,0.0,0.25,1.0,25.0,0.0,0.0,0.0,114.66666666666667,2.25,0.0,74.66666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,92.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Touches (ZOff),55.246401384083036,124.67746913580248,67.25,114.93815019926504,141.34061224489793,47.08668639053254,96.23869845242818,13.096246337787262,108.24239453758787,0.004950372515531794,95.77553406313105,58.481615999999995,124.06228373702423,29.555555555555554,108.24000000000001,0.0,45.53846153846154,147.65637471119513,2.888888888888889,124.89000000000001,83.88429752066115,141.9722222222222,1.6875,111.55555555555554,56.38016528925621,16.437869822485208,99.90633608815428,165.2098765432099,48.899408284023664,95.65432098765432,75.55555555555556,38.5,51.888888888888886,0.0,145.36,0.0,0.0,63.38775510204082,125.50413223140498,0.25,81.0,20.25,0.0,18.360000000000003,0.0,20.222222222222225,0.0,17.84,36.75,0.0,77.75,0.0,0.0,16.222222222222225,284.6666666666667,205.66666666666666,139.3469387755102,38.0,2.25,38.0,30.25,0.0,0.0,4.1875,0.0,0.0,37.138888888888886,17.805555555555554,114.39506172839508,22.959999999999997,0.0,0.0,0.0,47.06122448979591,20.22222222222222,0.25,20.666666666666668,67.55555555555556,32.88888888888889,0.0,0.0,0.0,12.25,0.0,40.446280991735534,26.96,12.25,0.0,90.25,0.0,0.0,50.0,2.25,50.6875,115.52066115702479,0.0,0.0,9.1875,0.0,0.0,0.0,96.5,0.0,4.0,4.0,49.0,0.0,0.0,0.0,120.22222222222223,4.0,0.0,26.888888888888886,0.0,0.0,0.0,0.0,0.0,9.0,0.0,172.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Touches (SurfRépOff),8.945813148788925,6.249807098765432,1.5,3.7817918327208737,6.89061224489796,1.92094674556213,1.785659778395043,1.2429338346119327,1.395619253650622,0.0,5.703687958337761,1.154624,3.7762399077277964,0.22222222222222224,4.8,0.0,1.455621301775148,3.127914303717706,0.6666666666666666,1.8,6.198347107438017,10.743055555555555,0.0,8.576388888888888,4.148760330578512,0.5517751479289941,0.7327823691460055,6.666666666666667,2.2366863905325443,6.54320987654321,0.47222222222222215,6.6875,0.22222222222222224,0.0,11.81,0.0,0.0,1.0612244897959184,11.239669421487603,0.25,1.0,1.0,0.0,0.41,0.0,0.0,0.0,1.6,1.75,0.25,1.4375,0.0,0.0,0.2222222222222222,0.888888888888889,1.888888888888889,8.979591836734695,3.555555555555556,0.0,1.5555555555555554,0.25,0.0,0.0,2.1875,0.0,0.0,4.888888888888889,0.5833333333333334,6.666666666666667,1.6,0.0,0.0,0.0,3.673469387755102,1.5555555555555554,0.0,0.22222222222222224,0.6666666666666666,2.888888888888889,0.0,0.0,0.0,1.0,0.0,2.1983471074380163,0.24,6.25,0.0,6.25,0.0,0.0,6.617283950617283,0.25,0.609375,3.5206611570247928,0.0,0.0,0.1875,0.0,0.0,0.0,4.25,0.0,1.0,0.25,0.0,0.0,0.0,0.0,1.5555555555555556,0.0,0.0,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.25,0.0,3.3600000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Touches (Ballon vivant),177.608053633218,322.9791666666667,148.4375,355.74421613788104,328.20668367346934,664.8553846153845,747.2821952931839,702.92823333164,753.3266630611141,97.4472909086409,509.8769263471144,826.6587040000001,465.0673779315648,530.6666666666666,245.76000000000005,0.0,400.3076923076923,550.2398655744591,81.55555555555556,989.2899999999997,288.54545454545456,262.57638888888886,1015.1875,273.90972222222223,95.53719008264461,462.2263313609467,751.8145087235996,374.6172839506173,203.207100591716,308.09876543209873,447.8055555555556,278.6875,279.8055555555556,0.0,366.25,0.0,0.0,532.4081632653061,368.26446280991735,42.25,90.25,256.0,0.0,831.2,0.0,88.66666666666667,0.0,244.16000000000003,464.6875,0.25,711.359375,0.0,0.0,60.666666666666664,429.5555555555556,607.6666666666666,217.3877551020408,241.55555555555557,0.0,11.555555555555557,196.0,0.0,1.0,15.5,0.0,0.0,177.33333333333334,118.22222222222221,450.0246913580247,679.6,0.0,0.0,0.0,194.20408163265307,392.6666666666667,306.25,309.5555555555556,254.0,101.55555555555554,0.0,0.0,0.0,56.25,0.0,242.56198347107437,429.84,72.25,0.0,225.0,0.0,0.0,498.5432098765432,4.0,606.9375,966.3305785123968,0.0,0.0,79.1875,0.0,0.0,0.0,497.1875,0.0,1.0,12.25,132.25,0.0,0.0,0.0,488.22222222222223,1.0,0.0,326.22222222222223,0.0,0.0,0.0,0.0,0.0,4.0,0.0,614.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dribbles tentés_y,2.6416868512110727,5.925877700617284,8.9375,2.6525542156203095,3.674438775510204,1.554378698224852,2.152742590275022,0.40600602889125986,2.221031638723635,0.009851241305908273,3.6601126580933143,1.3770240000000002,2.695982314494426,0.6666666666666666,3.1600000000000006,0.0,1.9763313609467454,2.8435202688510817,3.555555555555556,1.81,3.355371900826446,3.6388888888888893,0.0,2.409722222222222,3.537190082644628,0.6937869822485209,0.8172635445362718,5.209876543209876,1.9408284023668636,6.666666666666667,2.138888888888889,2.5,0.5555555555555557,0.0,4.76,0.0,0.0,2.489795918367347,15.785123966942148,4.0,16.0,1.0,0.0,1.0399999999999998,0.0,0.0,0.0,3.2,6.484375,0.0,2.109375,0.0,0.0,1.5555555555555554,2.0,1.5833333333333333,5.551020408163266,0.22222222222222224,0.0,0.22222222222222224,2.25,0.0,1.0,2.25,0.0,0.0,1.9166666666666667,0.22222222222222224,2.617283950617284,1.8400000000000003,0.0,0.0,0.0,5.265306122448979,0.8888888888888888,0.25,0.888888888888889,2.8888888888888893,2.888888888888889,0.0,0.0,0.0,2.25,0.0,2.925619834710744,0.24000000000000005,0.0,0.0,9.0,0.0,0.0,1.0617283950617284,4.0,2.4375,1.537190082644628,0.0,0.0,1.6875,0.0,0.0,0.0,0.1875,0.0,1.0,2.25,0.25,0.0,0.0,0.0,3.555555555555556,0.0,0.0,10.888888888888888,0.0,0.0,0.0,0.0,0.0,0.25,0.0,14.239999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dribbles réussis_y,0.8617560553633218,1.8957851080246917,3.984375,0.800269137208219,0.9866836734693879,0.540828402366864,0.6073685174445224,0.23670172229843012,0.5627366143861546,0.004950372515531793,1.4067382293548731,0.525376,0.6809880815071129,0.22222222222222224,0.8399999999999999,0.0,0.7100591715976332,1.2367149758454106,0.888888888888889,0.4400000000000001,1.3388429752066116,0.5,0.0,1.2430555555555556,1.71900826446281,0.5517751479289941,0.37098255280073456,2.320987654320987,0.6982248520710056,1.654320987654321,0.5833333333333334,0.25,0.0,0.0,2.16,0.0,0.0,0.12244897959183677,4.198347107438018,0.25,4.0,0.0,0.0,0.16000000000000006,0.0,0.0,0.0,0.64,4.859375,0.25,0.4375,0.0,0.0,0.0,2.6666666666666665,0.888888888888889,0.6938775510204082,0.0,0.0,0.22222222222222224,2.25,0.0,0.25,0.1875,0.0,0.0,0.5555555555555557,0.13888888888888892,1.0617283950617287,1.8400000000000003,0.0,0.0,0.0,0.7755102040816327,0.22222222222222224,0.25,0.6666666666666666,0.888888888888889,3.555555555555556,0.0,0.0,0.0,1.0,0.0,1.4214876033057855,0.0,0.25,0.0,1.0,0.0,0.0,0.2469135802469136,2.25,0.9375,0.793388429752066,0.0,0.0,0.75,0.0,0.0,0.0,0.1875,0.0,1.0,2.25,0.25,0.0,0.0,0.0,2.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
% de dribbles réussis,1586.9124294130215,1448.1206603196786,716.1824489795919,1424.8681698960304,1074.9358331065762,2005.9932100690576,1490.4455867730373,1957.1225430901814,1591.0950405624662,2500.0,1289.2392871093748,1714.3773202268433,1772.246396484375,625.0,1221.4285714285713,0.0,1440.8163265306123,1506.6104039983338,0.0,1520.4013888888887,848.4375,702.3913580246914,,1369.0477551020408,1639.5061728395062,1955.5555555555552,992.740888888889,2036.2966666666664,1684.0,583.4183673469387,625.0,200.30888888888884,0.0,0.0,1279.405,0.0,0.0,138.88888888888889,1126.6133333333337,2500.0,0.0,0.0,,431.97555555555556,0.0,,0.0,555.5555555555557,1098.3133333333333,2500.0,972.2222222222223,,0.0,972.2222222222223,1666.6666666666667,1875.4168750000001,1145.284081632653,0.0,,0.0,0.0,0.0,277.22249999999997,1250.0,0.0,0.0,468.75,1875.0,747.2347222222223,0.0,0.0,,0.0,324.8155555555556,1728.642222222222,2500.0,1728.642222222222,625.0,2500.0,0.0,0.0,0.0,400.0,0.0,994.8906172839504,0.0,625.0,0.0,0.0,0.0,0.0,1705.4013888888887,460.10249999999996,1536.0,2117.34693877551,,0.0,1112.2225,,0.0,0.0,2222.222222222222,,1112.2225,0.0,0.0,0.0,0.0,0.0,61.97555555555558,156.25,,0.0,0.0,0.0,,0.0,0.0,0.0,,1076.388888888889,0.0,0.0,,0.0,0.0,,,0.0,,,25.0,11.222500000000009,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
Nombre de fois où le joueur a été taclé,0.9452854671280277,1.5601369598765429,1.5,0.8214895709331816,1.2915816326530611,0.674792899408284,0.7450322029242087,0.08619959694491015,0.6377433747971876,0.004950372515531794,0.9590817302582632,0.34630400000000006,0.7574009996155323,0.22222222222222224,1.36,0.0,0.40236686390532544,0.743961352657005,0.888888888888889,0.45,1.4710743801652895,1.2430555555555556,0.0,0.75,0.6280991735537189,0.19674556213017758,0.20936639118457295,0.46913580246913583,0.591715976331361,1.7777777777777777,0.13888888888888892,0.25,0.5555555555555557,0.0,1.9599999999999997,0.0,0.0,1.8367346938775508,3.173553719008265,1.0,2.25,0.25,0.0,0.20999999999999996,0.0,0.0,0.0,2.1599999999999993,0.234375,0.25,1.109375,0.0,0.0,1.5555555555555556,0.6666666666666666,1.2222222222222223,5.346938775510204,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.6666666666666666,0.22222222222222224,0.8888888888888888,0.0,0.0,0.0,0.0,2.4081632653061225,1.5555555555555554,0.25,0.22222222222222224,0.888888888888889,0.0,0.0,0.0,0.0,1.0,0.0,0.4132231404958677,0.24000000000000005,0.25,0.0,2.25,0.0,0.0,0.6913580246913581,2.25,0.1875,0.7933884297520662,0.0,0.0,0.6875,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.960000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
