,Joueur,Numéro de maillot,Nation,Emplacement,Âge,Minutes,Buts,Passes décisives_x,Pénaltys marqués,Pénaltys tirés,Total des tirs ,Shots on Target,Cartons jaunes_x,Cartons rouges_x,Touches_x,Tacles_x,Interceptions_x,Balles contrées_x,xG: Expected Goals,npxG: xG sans les pénaltys,xAG: Expected Assisted Goals_x,Actions menant à un tir,Actions menant à un but,Passes réussies_x,Passes tentées_x,% de passes réussies_x,Passes progressives_x,Balle au pied_x,Possessions progressives_x,Dribbles tentés_x,Dribbles réussis_x,team tag,match tag,player tag,id_team_A,score_team_A,id_team_B,score_team_B,Passes réussies_y,Passes tentées_y,% de passes réussies_y,Distance totale des passes,Distance parcourue vers l'attaque avec les passes,Passes réussies (Court),Passes tentées (Court),% de passes réussies (Court),Passes réussies (Moyen),Passes tentées (Moyen),% de passes réussies (Moyen),Passes réussies (Long),Passes tentées (Long),% de passes réussies (Long),Passes décisives_y,xAG: Expected Assisted Goals_y,xA: Expected Assists,Passes clés,Passes dans le dernier tiers du terrain,Passes dans la surface de réparation,Centres dans la surface de réparation,Passes progressives_y,Passes tentées,Live-ball Passes,Dead-ball Passes,Passes sur coups francs,Passe en profondeur,Transversales,Centres_x,Throw-ins Taken,Corners,Corners rentrants,Corners sortants,Corners droits,Passes réussies,Passes hors-jeux,Passes bloquées_x,Tacles_y,Tacles réussis_x,Tacles (ZDéf),Tacles (MilTer),Tacles (ZOff),Dribbleurs taclés,Dribbles mis en échec,% of Dribblers Tackled,Tacles manqués,Balles contrées_y,Tirs bloqués,Passes bloquées_y,Interceptions_y,Tcl+Int,Dégagements,Erreurs,Touches_y,Touches (SurfRépDéf),Touches (ZDéf),Touches (MilTer),Touches (ZOff),Touches (SurfRépOff),Touches (Ballon vivant),Dribbles tentés_y,Dribbles réussis_y,% de dribbles réussis,Nombre de fois où le joueur a été taclé,Pourcentage de tacles subis lors des tentatives de franchissement,Balle au pied_y,Distance totale parcourue avec le ballon,Distance parcourue vers l'attaque en portant la balle,Possessions progressives_y,Chevauchées dans le dernier tiers,Chevauchées dans la surface de réparation,Mauvais contrôle,Perte de balle,Passes reçues,Passes progressives reçues,Cartons jaunes_y,Cartons rouges_y,Deuxième carton jaune,Fautes commises,Fautes provoquées,Hors-jeux,Centres_y,Interceptions,Tacles réussis_y,Pénaltys réussis,Pénaltys concédés,But contre son camp,Récupérations de balle,Aerials Won,Aerials Lost,% of Aerials Won
1,Patson Daka,20,zm ZAM,FW,23-315,26,0,0,0,0,0,0,1,0,5,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,3,0,0,0,a2d435b3,02efd4d1,ca45605e,a2d435b3,1,33c895d4,2,1,1,100.0,10,8,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,5,1,1,1,3,0,5,0,0,,0,,3,9,0,0,0,0,3,0,4,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,
2,Harvey Barnes,7,eng ENG,"LM,LW",24-254,75,0,0,0,0,2,0,0,0,37,0,0,1,0.1,0.1,0.0,0,0,17,26,65.4,1,28,3,1,1,a2d435b3,02efd4d1,3ea50f67,a2d435b3,1,33c895d4,2,17,26,65.4,228,20,13,14,92.9,2,8,25.0,2,4,50.0,0,0.0,0.0,0,1,0,0,1,26,25,1,0,0,0,2,1,0,0,0,0,17,0,0,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,2,0,37,2,4,18,15,3,37,1,1,100.0,0,0.0,28,206,102,3,1,3,4,2,31,10,0,0,0,1,3,0,2,0,0,0,0,0,2,0,0,
3,Kelechi Iheanacho,14,ng NGA,RW,25-321,15,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,3,6,50.0,0,7,0,1,1,a2d435b3,02efd4d1,c92e1a31,a2d435b3,1,33c895d4,2,3,6,50.0,22,0,3,5,60.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,8,0,0,4,4,0,8,1,1,100.0,0,0.0,7,22,2,0,0,0,2,2,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
4,Kiernan Dewsbury-Hall,22,eng ENG,"CM,LW,AM",23-348,90,0,0,0,0,0,0,0,0,59,5,0,1,0.0,0.0,0.1,2,0,32,47,68.1,5,31,5,4,3,a2d435b3,02efd4d1,5c74c0f5,a2d435b3,1,33c895d4,2,32,47,68.1,566,127,17,21,81.0,9,14,64.3,5,11,45.5,0,0.1,0.0,1,3,1,0,5,47,46,1,0,0,3,2,1,0,0,0,0,32,0,0,5,3,1,4,0,3,4,75.0,1,1,0,1,0,5,1,0,59,2,13,24,23,3,59,4,3,75.0,1,25.0,31,211,115,5,3,3,2,1,38,2,0,0,0,0,0,0,2,0,3,0,0,0,6,3,1,75.0
5,James Maddison,10,eng ENG,"CM,AM,RW",25-270,90,1,0,0,0,2,1,1,0,56,0,0,0,0.1,0.1,0.0,2,0,43,52,82.7,9,39,1,0,0,a2d435b3,02efd4d1,ee38d9c5,a2d435b3,1,33c895d4,2,43,52,82.7,713,158,23,25,92.0,15,17,88.2,5,9,55.6,0,0.0,0.1,1,5,1,0,9,52,44,8,4,0,0,4,0,2,0,2,0,43,0,1,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,56,0,2,29,25,3,56,0,0,,0,,39,179,59,1,2,0,2,1,46,8,1,0,0,2,1,0,4,0,0,0,0,0,0,0,0,
6,Ayoze Pérez,17,es ESP,RM,29-022,64,0,0,0,0,1,0,0,0,44,2,0,1,0.1,0.1,0.0,2,1,22,30,73.3,2,25,1,5,1,a2d435b3,02efd4d1,819aa8e7,a2d435b3,1,33c895d4,2,22,30,73.3,250,38,19,22,86.4,2,2,100.0,0,0,,0,0.0,0.0,1,2,1,0,2,30,30,0,0,0,0,1,0,0,0,0,0,22,0,3,2,1,0,1,1,0,2,0.0,2,1,0,1,0,2,2,0,44,2,8,14,22,3,44,5,1,20.0,4,80.0,25,107,39,1,1,0,0,3,30,12,0,0,0,2,2,0,1,0,1,0,0,0,6,0,0,
7,Youri Tielemans,8,be BEL,DM,25-105,26,0,0,0,0,0,0,0,0,20,0,0,2,0.0,0.0,0.0,0,0,12,17,70.6,4,13,1,1,1,a2d435b3,02efd4d1,56f7a928,a2d435b3,1,33c895d4,2,12,17,70.6,216,133,6,7,85.7,4,5,80.0,2,5,40.0,0,0.0,0.0,0,1,1,1,4,17,15,2,0,0,0,1,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0,20,1,3,13,4,0,20,1,1,100.0,0,0.0,13,52,32,1,0,0,0,0,15,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,
8,Wilfred Ndidi,25,ng NGA,DM,25-247,90,0,0,0,0,0,0,0,0,67,4,3,1,0.0,0.0,0.0,0,0,47,55,85.5,3,45,0,1,1,a2d435b3,02efd4d1,6b47c5db,a2d435b3,1,33c895d4,2,47,55,85.5,605,151,31,31,100.0,12,14,85.7,2,6,33.3,0,0.0,0.0,0,5,0,0,3,55,55,0,0,0,0,0,0,0,0,0,0,47,0,2,4,4,2,2,0,3,6,50.0,3,1,1,0,3,7,0,0,67,4,13,46,8,1,67,1,1,100.0,0,0.0,45,160,41,0,1,0,1,1,41,1,0,0,0,2,0,0,0,3,4,0,0,0,11,0,3,0.0
9,James Justin,2,eng ENG,LB,24-178,90,0,0,0,0,0,0,0,0,78,2,1,1,0.0,0.0,0.0,0,0,57,68,83.8,4,42,2,0,0,a2d435b3,02efd4d1,fb614c44,a2d435b3,1,33c895d4,2,57,68,83.8,931,256,31,33,93.9,22,26,84.6,3,8,37.5,0,0.0,0.0,0,6,0,0,4,68,55,13,2,0,1,0,11,0,0,0,0,57,0,0,2,2,0,2,0,0,1,0.0,1,1,0,1,1,3,3,0,78,5,19,46,13,0,78,0,0,,0,,42,210,123,2,1,0,0,1,46,3,0,0,0,0,3,0,0,1,2,0,0,0,7,2,5,28.6
10,Jonny Evans,6,nir NIR,CB,34-229,90,0,0,0,0,0,0,0,0,106,0,1,0,0.0,0.0,0.0,1,0,86,99,86.9,12,78,1,0,0,a2d435b3,02efd4d1,f8fcd2a5,a2d435b3,1,33c895d4,2,86,99,86.9,1889,775,20,22,90.9,54,61,88.5,12,15,80.0,0,0.0,0.0,0,7,0,0,12,99,97,2,2,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,106,7,49,55,2,0,106,0,0,,0,,78,253,146,1,1,0,0,0,81,0,0,0,0,0,1,0,0,1,0,0,0,0,7,5,3,62.5
11,Daniel Amartey,18,gh GHA,CB,27-242,90,0,0,0,0,0,0,0,0,112,2,0,0,0.0,0.0,0.0,1,1,85,100,85.0,16,79,5,0,0,a2d435b3,02efd4d1,1a4ef233,a2d435b3,1,33c895d4,2,85,100,85.0,1713,611,24,28,85.7,52,58,89.7,7,10,70.0,0,0.0,0.0,0,9,0,0,16,100,97,3,2,0,0,0,1,0,0,0,0,85,0,0,2,1,0,2,0,1,2,50.0,1,0,0,0,0,2,5,0,112,11,34,71,7,1,112,0,0,,0,,79,492,398,5,2,0,1,1,80,0,0,0,0,0,1,0,0,0,1,0,0,0,8,5,2,71.4
12,Timothy Castagne,27,be BEL,RB,26-258,90,0,0,0,0,0,0,0,0,85,0,1,0,0.0,0.0,0.0,0,0,61,77,79.2,5,45,1,1,1,a2d435b3,02efd4d1,197640fd,a2d435b3,1,33c895d4,2,61,77,79.2,801,297,45,46,97.8,14,18,77.8,1,8,12.5,0,0.0,0.0,0,3,1,0,5,77,57,20,2,0,1,4,18,0,0,0,0,61,0,2,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,85,3,19,33,33,1,85,1,1,100.0,0,0.0,45,171,78,1,2,0,2,2,52,14,0,0,0,0,2,0,4,1,0,0,0,0,3,1,2,33.3
13,Danny Ward,1,wls WAL,GK,29-059,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,27,30,90.0,0,21,0,0,0,a2d435b3,02efd4d1,d3ce0e89,a2d435b3,1,33c895d4,2,27,30,90.0,585,320,6,6,100.0,17,17,100.0,4,7,57.1,0,0.0,0.0,0,1,0,0,0,30,22,8,3,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,30,22,29,1,0,0,30,0,0,,0,,21,115,67,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
14,Sekou Mara,18,fr FRA,FW,20-021,58,0,0,0,0,1,0,0,0,18,1,0,0,0.0,0.0,0.0,0,0,5,11,45.5,0,12,1,7,4,33c895d4,02efd4d1,3544641e,a2d435b3,1,33c895d4,2,5,11,45.5,48,12,4,6,66.7,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,2,0.0,2,0,0,0,0,1,0,0,18,0,1,12,6,2,18,7,4,57.1,3,42.9,12,97,51,1,1,0,0,1,11,1,0,0,0,1,0,1,0,0,0,0,0,0,3,2,5,28.6
15,Che Adams,10,sct SCO,FW,26-038,32,2,0,0,0,3,2,0,0,12,0,0,1,0.5,0.5,0.0,0,0,5,5,100.0,0,3,0,0,0,33c895d4,02efd4d1,f2bf1b0f,a2d435b3,1,33c895d4,2,5,5,100.0,74,1,4,4,100.0,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,12,0,0,6,6,3,12,0,0,,0,,3,3,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,16.7
16,Adam Armstrong,9,eng ENG,LW,25-191,69,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,1,0,12,20,60.0,0,17,3,1,1,33c895d4,02efd4d1,68c720b5,a2d435b3,1,33c895d4,2,12,20,60.0,237,46,4,6,66.7,3,6,50.0,3,3,100.0,0,0.0,0.0,0,1,0,0,0,20,18,2,0,0,1,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,26,1,6,11,9,2,26,1,1,100.0,0,0.0,17,131,77,3,1,0,1,2,18,3,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,50.0
17,Stuart Armstrong,17,sct SCO,"LW,LM",30-143,21,0,0,0,0,1,0,0,0,14,0,1,1,0.0,0.0,0.2,1,0,6,8,75.0,1,9,1,0,0,33c895d4,02efd4d1,97333cf5,a2d435b3,1,33c895d4,2,6,8,75.0,63,30,5,5,100.0,1,1,100.0,0,0,,0,0.2,0.3,1,0,1,0,1,8,8,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,14,0,2,3,9,1,14,0,0,,0,,9,45,26,1,2,0,2,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
18,Joe Aribo,7,ng NGA,"RW,AM",26-030,87,0,0,0,0,0,0,1,0,35,4,1,1,0.0,0.0,0.0,1,0,17,24,70.8,6,19,1,2,1,33c895d4,02efd4d1,328f7d51,a2d435b3,1,33c895d4,2,17,24,70.8,191,76,14,18,77.8,3,3,100.0,0,0,,0,0.0,0.0,0,3,0,0,6,24,24,0,0,0,0,0,0,0,0,0,0,17,0,0,4,3,1,3,0,2,3,66.7,1,1,0,1,1,5,0,0,35,0,7,20,9,4,35,2,1,50.0,1,50.0,19,74,29,1,2,1,4,1,21,3,1,0,0,2,0,0,0,1,3,0,0,0,4,3,2,60.0
19,Lyanco,4,br BRA,CB,25-200,3,0,0,0,0,0,0,0,0,3,0,1,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,33c895d4,02efd4d1,b5bf1770,a2d435b3,1,33c895d4,2,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,3,0,3,0,0,0,3,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
20,Mohamed Elyounoussi,24,no NOR,"AM,RW,RM",28-016,90,0,0,0,0,1,0,1,0,24,1,1,0,0.1,0.1,0.0,0,0,6,15,40.0,0,18,1,1,1,33c895d4,02efd4d1,68dc0dac,a2d435b3,1,33c895d4,2,6,15,40.0,74,2,4,7,57.1,2,3,66.7,0,2,0.0,0,0.0,0.0,0,0,0,0,0,15,14,0,0,0,0,1,0,0,0,0,0,6,1,1,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,2,0,24,1,6,9,10,0,24,1,1,100.0,0,0.0,18,98,55,1,1,0,0,2,13,4,1,0,0,6,2,0,1,1,1,0,0,0,7,1,0,100.0
21,Roméo Lavia,45,be BEL,"DM,CM",18-226,90,0,0,0,0,1,1,1,0,46,2,2,4,0.0,0.0,0.0,0,0,29,32,90.6,2,29,0,3,2,33c895d4,02efd4d1,ecad9aa5,a2d435b3,1,33c895d4,2,29,32,90.6,483,132,14,16,87.5,14,15,93.3,1,1,100.0,0,0.0,0.0,0,5,0,0,2,32,31,1,1,0,0,0,0,0,0,0,0,29,0,0,2,1,0,2,0,0,0,,0,4,1,3,2,4,1,0,46,1,11,29,6,0,46,3,2,66.7,1,33.3,29,129,33,0,0,0,1,0,25,0,1,0,0,0,1,0,0,2,1,0,0,0,5,0,0,
22,James Ward-Prowse,8,eng ENG,"DM,CM",27-292,90,0,1,0,0,0,0,0,0,56,2,0,0,0.0,0.0,0.5,4,1,39,50,78.0,6,33,0,0,0,33c895d4,02efd4d1,3515d404,a2d435b3,1,33c895d4,2,39,50,78.0,719,265,15,19,78.9,18,20,90.0,6,11,54.5,1,0.5,0.4,4,8,2,1,6,50,42,8,3,0,1,8,0,5,0,4,0,39,0,0,2,1,1,1,0,0,1,0.0,1,0,0,0,0,2,1,0,56,2,7,31,18,0,56,0,0,,0,,33,130,57,0,2,0,1,1,29,1,0,0,0,1,1,0,8,0,1,0,0,0,8,1,1,50.0
23,Moussa Djenepo,19,ml MLI,LB,24-066,90,0,0,0,0,0,0,0,0,52,4,3,2,0.0,0.0,0.0,0,0,25,38,65.8,4,26,6,2,2,33c895d4,02efd4d1,254147d4,a2d435b3,1,33c895d4,2,25,38,65.8,382,129,17,21,81.0,4,10,40.0,3,6,50.0,0,0.0,0.0,0,3,1,0,4,38,30,8,1,0,1,2,7,0,0,0,0,25,0,0,4,3,4,0,0,2,4,50.0,2,2,0,2,3,7,1,0,52,3,22,21,9,2,52,2,2,100.0,0,0.0,26,213,136,6,1,1,2,0,16,4,0,0,0,0,2,0,2,3,3,0,0,0,10,1,1,50.0
24,Mohammed Salisu,22,gh GHA,CB,23-125,90,0,0,0,0,1,0,0,0,60,3,1,2,0.1,0.1,0.0,1,1,37,49,75.5,4,39,0,0,0,33c895d4,02efd4d1,0b33f6ad,a2d435b3,1,33c895d4,2,37,49,75.5,794,356,12,14,85.7,18,21,85.7,7,14,50.0,0,0.0,0.0,0,2,0,0,4,49,42,7,3,0,0,0,4,0,0,0,0,37,0,0,3,2,2,1,0,1,1,100.0,0,2,1,1,1,4,3,0,60,10,23,30,7,1,60,0,0,,0,,39,165,60,0,0,0,0,0,33,0,0,0,0,1,1,0,0,1,2,0,0,0,7,2,0,100.0
25,Armel Bella Kotchap,37,de GER,CB,20-252,90,0,1,0,0,1,0,0,0,57,2,0,0,0.2,0.2,0.1,3,1,30,44,68.2,0,36,0,0,0,33c895d4,02efd4d1,a39d11bc,a2d435b3,1,33c895d4,2,30,44,68.2,599,50,10,13,76.9,17,19,89.5,3,9,33.3,1,0.1,0.1,1,2,0,0,0,44,43,1,1,0,0,0,0,0,0,0,0,30,0,2,2,1,2,0,0,0,0,,0,0,0,0,0,2,7,0,57,6,27,28,3,3,57,0,0,,0,,36,157,49,0,0,0,1,0,30,0,0,0,0,1,1,0,0,0,1,0,0,0,7,5,1,83.3
26,Kyle Walker-Peters,2,eng ENG,RB,25-129,90,0,0,0,0,0,0,0,0,52,0,0,1,0.0,0.0,0.1,4,1,29,44,65.9,3,31,6,4,2,33c895d4,02efd4d1,984a5a64,a2d435b3,1,33c895d4,2,29,44,65.9,466,135,15,16,93.8,10,18,55.6,3,5,60.0,0,0.1,0.1,2,1,2,2,3,44,35,9,0,0,0,7,9,0,0,0,0,29,0,4,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,3,0,52,1,12,18,24,3,52,4,2,50.0,2,50.0,31,291,167,6,3,1,0,1,25,9,0,0,0,3,2,0,7,0,0,0,0,0,6,2,1,66.7
27,Gavin Bazunu,31,ie IRL,GK,20-181,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,19,36,52.8,0,27,0,0,0,33c895d4,02efd4d1,c91441dc,a2d435b3,1,33c895d4,2,19,36,52.8,746,652,3,3,100.0,4,4,100.0,12,29,41.4,0,0.0,0.0,0,3,0,0,0,36,28,8,2,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,36,27,35,1,0,0,36,0,0,,0,,27,148,77,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
0,Salomón Rondón,33,ve VEN,FW,32-338,56,0,0,0,0,2,0,0,0,11,0,0,0,0.2,0.2,0.1,2,0,9,9,100.0,0,5,0,0,0,d3fd31cc,3c3cc86f,b318a643,d3fd31cc,1,e4a775cb,1,9,9,100.0,68,4,6,6,100.0,1,1,100.0,0,0,,0,0.1,0.0,1,2,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11,0,1,8,2,1,11,0,0,,0,,5,11,0,0,1,0,0,1,12,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,50.0
1,Dwight McNeil,7,eng ENG,RW,22-271,34,0,0,0,0,1,0,0,0,18,0,0,0,0.1,0.1,0.0,0,0,12,16,75.0,2,8,1,0,0,d3fd31cc,3c3cc86f,fc15fb84,d3fd31cc,1,e4a775cb,1,12,16,75.0,176,32,6,7,85.7,6,7,85.7,0,2,0.0,0,0.0,0.0,0,1,0,0,2,16,15,1,0,0,0,2,0,1,1,0,0,12,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,0,1,7,10,2,18,0,0,,0,,8,51,16,1,0,1,1,0,13,1,0,0,0,0,1,0,2,0,0,0,0,0,3,0,1,0.0
2,Demarai Gray,11,jm JAM,LW,26-053,90,1,0,0,0,6,3,0,0,58,1,0,0,0.4,0.4,0.0,8,0,28,45,62.2,3,28,4,6,4,d3fd31cc,3c3cc86f,4468ec10,d3fd31cc,1,e4a775cb,1,28,45,62.2,463,94,18,18,100.0,7,14,50.0,3,13,23.1,0,0.0,0.1,2,3,0,0,3,45,31,14,6,1,1,12,1,5,4,1,0,28,0,0,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,58,0,1,22,36,7,58,6,4,66.7,2,33.3,28,327,207,4,5,2,2,0,36,5,0,0,0,0,1,1,12,0,1,0,0,0,4,0,1,0.0
3,Anthony Gordon,10,eng ENG,"RW,FW",21-177,90,0,0,0,0,6,5,1,0,46,3,0,1,0.6,0.6,0.2,5,0,21,25,84.0,3,35,7,8,0,d3fd31cc,3c3cc86f,2bd83368,d3fd31cc,1,e4a775cb,1,21,25,84.0,289,59,13,14,92.9,5,6,83.3,1,2,50.0,0,0.2,0.1,3,0,2,0,3,25,25,0,0,0,1,1,0,0,0,0,0,21,0,1,3,1,1,2,0,1,2,50.0,1,1,0,1,0,3,0,0,46,1,8,13,25,8,46,8,0,0.0,7,87.5,35,251,123,7,5,5,1,4,38,8,1,0,0,2,2,1,1,0,1,0,0,0,6,0,3,0.0
4,Vitaliy Mykolenko,19,ua UKR,LM,23-083,90,0,0,0,0,0,0,0,0,62,1,2,2,0.0,0.0,0.0,3,0,37,53,69.8,5,27,5,5,2,d3fd31cc,3c3cc86f,30d4a2e5,d3fd31cc,1,e4a775cb,1,37,53,69.8,492,210,25,26,96.2,12,18,66.7,0,5,0.0,0,0.0,0.0,1,3,0,0,5,53,43,10,0,0,0,1,10,0,0,0,0,37,0,3,1,0,0,1,0,0,1,0.0,1,2,0,2,2,3,0,0,62,0,17,30,16,0,62,5,2,40.0,3,60.0,27,203,118,5,2,0,1,0,30,2,0,0,0,0,1,0,1,2,0,0,0,0,9,1,3,25.0
5,Alex Iwobi,17,ng NGA,CM,26-109,90,0,0,0,0,1,0,1,0,63,2,1,1,0.1,0.1,0.2,6,0,42,54,77.8,4,39,2,3,2,d3fd31cc,3c3cc86f,6ca5ec4b,d3fd31cc,1,e4a775cb,1,42,54,77.8,644,207,27,30,90.0,10,14,71.4,4,8,50.0,0,0.2,0.1,4,7,1,0,4,54,53,0,0,1,0,0,0,0,0,0,0,42,1,0,2,1,0,2,0,2,2,100.0,0,1,0,1,1,3,0,0,63,3,10,49,7,1,63,3,2,66.7,1,33.3,39,219,92,2,1,0,3,0,42,4,1,0,0,1,1,0,0,1,1,0,0,0,17,0,1,0.0
6,Tom Davies,26,eng ENG,CM,24-051,56,0,0,0,0,2,0,0,0,39,1,1,0,0.1,0.1,0.1,2,0,23,31,74.2,3,13,0,0,0,d3fd31cc,3c3cc86f,9228b07c,d3fd31cc,1,e4a775cb,1,23,31,74.2,371,96,10,12,83.3,11,12,91.7,1,5,20.0,0,0.1,0.0,1,3,0,0,3,31,31,0,0,1,0,0,0,0,0,0,0,23,0,0,1,1,0,1,0,1,2,50.0,1,0,0,0,1,2,0,0,39,0,9,21,9,3,39,0,0,,0,,13,65,28,0,0,0,2,0,26,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0.0
7,Amadou Onana,8,be BEL,CM,21-004,34,0,0,0,0,1,0,1,0,15,0,2,0,0.0,0.0,0.0,0,0,7,9,77.8,0,8,1,1,0,d3fd31cc,3c3cc86f,828657ff,d3fd31cc,1,e4a775cb,1,7,9,77.8,72,14,7,7,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,0,15,2,7,4,4,0,15,1,0,0.0,0,0.0,8,57,39,1,1,0,1,1,10,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,
8,Nathan Patterson,3,sct SCO,RM,20-308,90,0,0,0,0,0,0,0,0,43,3,2,0,0.0,0.0,0.1,3,0,32,36,88.9,0,19,3,0,0,d3fd31cc,3c3cc86f,230f0471,d3fd31cc,1,e4a775cb,1,32,36,88.9,390,107,23,24,95.8,8,8,100.0,0,3,0.0,0,0.1,0.1,1,0,0,0,0,36,27,9,0,0,0,2,9,0,0,0,0,32,0,0,3,2,2,1,0,2,2,100.0,0,0,0,0,2,5,2,0,43,1,12,16,15,2,43,0,0,,0,,19,112,71,3,1,2,0,2,23,4,0,0,0,0,0,0,2,2,2,0,0,0,5,0,1,0.0
9,James Tarkowski,2,eng ENG,CB,29-274,90,0,0,0,0,0,0,0,0,58,1,1,1,0.0,0.0,0.0,0,0,28,44,63.6,3,19,1,1,0,d3fd31cc,3c3cc86f,15ea812b,d3fd31cc,1,e4a775cb,1,28,44,63.6,650,299,6,10,60.0,16,22,72.7,6,10,60.0,0,0.0,0.0,0,5,0,0,3,44,42,1,1,0,0,0,0,0,0,0,0,28,1,0,1,1,1,0,0,0,1,0.0,1,1,1,0,1,2,5,1,58,8,34,23,1,1,58,1,0,0.0,1,100.0,19,103,52,1,0,0,2,0,22,0,0,0,0,1,0,0,0,1,1,0,0,0,7,6,1,85.7
10,Conor Coady,30,eng ENG,CB,29-176,90,0,0,0,0,0,0,0,0,65,0,0,2,0.0,0.0,0.0,2,0,43,54,79.6,3,38,1,0,0,d3fd31cc,3c3cc86f,2928dca2,d3fd31cc,1,e4a775cb,1,43,54,79.6,931,365,13,16,81.3,21,23,91.3,9,14,64.3,0,0.0,0.0,0,4,1,0,3,54,52,1,0,0,0,0,1,0,0,0,0,43,1,0,0,0,0,0,0,0,0,,0,2,2,0,0,0,5,0,65,17,39,24,3,0,65,0,0,,0,,38,225,155,1,1,0,2,0,42,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,50.0
11,Mason Holgate,4,eng ENG,CB,25-302,90,0,0,0,0,0,0,0,0,60,1,2,1,0.0,0.0,0.2,2,1,40,52,76.9,1,24,0,1,1,d3fd31cc,3c3cc86f,d0042ab9,d3fd31cc,1,e4a775cb,1,40,52,76.9,675,123,15,17,88.2,23,25,92.0,2,9,22.2,0,0.2,0.1,1,2,0,0,1,52,50,1,0,1,1,0,1,0,0,0,0,40,1,0,1,1,1,0,0,0,1,0.0,1,1,0,1,2,3,3,0,60,3,33,25,2,1,60,1,1,100.0,0,0.0,24,119,78,0,1,0,0,0,35,1,0,0,0,0,1,0,0,2,1,0,0,0,5,1,1,50.0
